Date,Open,High,Low,Close,Volume
2017-04-19,1197.0,1221.1,1197.1,1209.3,11300122
2017-04-20,1209.3,1216.8,1196.7,1209.6,11647456
2017-04-21,1209.6,1248.3,1210.0,1239.0,18959907
2017-04-22,1239.0,1257.5,1237.8,1249.3,14421415
2017-04-23,1249.3,1255.0,1210.0,1243.0,19863750
2017-04-24,1243.0,1251.1,1230.6,1246.9,7243533
2017-04-25,1246.9,1258.5,1238.9,1255.5,6407156
2017-04-26,1255.5,1290.4,1254.4,1277.9,14007798
2017-04-27,1277.9,1316.7,1274.7,1296.4,23479688
2017-04-28,1296.4,1357.0,1291.7,1344.3,23736798
2017-04-29,1344.3,1362.2,1298.0,1339.7,32294442
2017-04-30,1339.7,1356.1,1329.8,1347.4,14063378
2017-05-01,1347.4,1374.6,1330.0,1366.6,17320159
2017-05-02,1366.6,1449.7,1366.0,1422.3,35495465
2017-05-03,1422.3,1486.0,1408.3,1460.6,42017488
2017-05-04,1460.6,1518.3,1446.0,1517.3,40341927
2017-05-05,1517.3,1658.0,1441.5,1551.0,108750975
2017-05-06,1551.0,1627.0,1499.0,1529.6,83633976
2017-05-07,1529.6,1586.5,1522.4,1572.1,32719292
2017-05-08,1572.1,1604.1,1541.2,1590.0,23027368
2017-05-09,1590.0,1681.9,1589.9,1680.1,38028842
2017-05-10,1680.1,1791.2,1636.0,1729.9,83904463
2017-05-11,1729.9,1797.0,1691.3,1783.2,41525066
2017-05-12,1783.2,1890.0,1752.0,1835.7,72706918
2017-05-13,1835.7,1841.1,1650.0,1692.3,99652672
2017-05-14,1692.3,1787.8,1598.4,1787.0,81130427
2017-05-15,1787.0,1824.0,1756.9,1804.2,44035178
2017-05-16,1804.2,1804.1,1685.8,1740.8,58208348
2017-05-17,1740.8,1768.0,1676.6,1746.0,32788786
2017-05-18,1746.0,1848.1,1719.2,1813.4,46266930
2017-05-19,1813.4,1905.7,1808.4,1894.1,35239579
2017-05-20,1894.1,1972.6,1894.1,1960.0,49097144
2017-05-21,1960.0,2067.8,1955.0,2053.8,41810081
2017-05-22,2053.8,2090.0,1970.2,2041.2,64347188
2017-05-23,2041.2,2270.0,1990.1,2105.0,124747461
2017-05-24,2105.0,2279.5,2097.2,2268.1,84276631
2017-05-25,2268.1,2494.6,2268.5,2431.6,113302810
2017-05-26,2431.6,2811.0,2181.2,2306.3,258820855
2017-05-27,2306.3,2624.2,2055.0,2273.7,217245534
2017-05-28,2273.7,2349.5,1900.0,2089.9,171666529
2017-05-29,2089.9,2326.0,2088.2,2210.9,106883281
2017-05-30,2210.9,2373.5,2128.3,2309.6,74745158
2017-05-31,2309.6,2360.0,2122.4,2191.4,67301051
2017-06-01,2191.4,2340.0,2155.0,2304.1,53059287
2017-06-02,2304.1,2465.7,2302.0,2416.8,57279425
2017-06-03,2416.8,2501.2,2376.0,2497.9,41297438
2017-06-04,2497.9,2582.5,2450.0,2543.4,54746338
2017-06-05,2543.4,2569.4,2464.2,2529.3,43808075
2017-06-06,2529.3,2723.4,2523.3,2715.4,52810719
2017-06-07,2715.4,2955.0,2703.2,2897.9,147030693
2017-06-08,2897.9,2914.1,2610.0,2667.6,103352659
2017-06-09,2667.6,2827.2,2589.0,2817.7,68819033
2017-06-10,2817.7,2866.8,2788.3,2817.2,46577238
2017-06-11,2817.2,2930.5,2803.0,2922.0,52286178
2017-06-12,2922.0,3017.0,2879.9,2994.8,48306924
2017-06-13,2994.8,3006.9,2470.0,2656.5,187239903
2017-06-14,2656.5,2790.3,2635.1,2702.6,63913652
2017-06-15,2702.6,2798.9,2320.0,2432.9,139982991
2017-06-16,2432.9,2501.3,2095.5,2410.7,179250376
2017-06-17,2410.7,2518.6,2290.0,2471.0,83294972
2017-06-18,2471.0,2678.1,2406.8,2626.3,67003395
2017-06-19,2626.3,2677.1,2457.0,2525.0,76508816
2017-06-20,2525.0,2600.8,2485.2,2598.8,42089739
2017-06-21,2598.8,2802.5,2580.0,2736.8,62478121
2017-06-22,2736.8,2788.9,2595.0,2652.7,85189260
2017-06-23,2652.7,2730.0,2589.0,2699.9,38506589
2017-06-24,2699.9,2744.1,2649.1,2678.9,30749419
2017-06-25,2678.9,2717.9,2502.0,2559.5,66355372
2017-06-26,2559.5,2635.2,2424.8,2507.9,68277139
2017-06-27,2507.9,2549.0,2300.7,2420.1,111425810
2017-06-28,2420.1,2549.0,2257.7,2541.6,104465173
2017-06-29,2541.6,2594.5,2450.0,2558.3,58060738
2017-06-30,2558.3,2600.2,2505.7,2532.7,45231684
2017-07-01,2532.7,2556.4,2443.5,2453.4,38809769
2017-07-02,2453.4,2497.4,2390.0,2422.7,47392832
2017-07-03,2422.7,2533.9,2371.3,2510.2,41945870
2017-07-04,2510.2,2599.7,2478.4,2540.5,43143932
2017-07-05,2540.5,2638.9,2540.1,2602.2,40891823
2017-07-06,2602.2,2626.3,2532.3,2603.2,31768789
2017-07-07,2603.2,2618.7,2563.0,2603.8,21108431
2017-07-08,2603.8,2608.0,2473.0,2505.1,47647945
2017-07-09,2505.1,2558.0,2467.4,2554.4,36015348
2017-07-10,2554.4,2565.7,2498.3,2506.5,26976481
2017-07-11,2506.5,2521.9,2271.0,2335.2,94816230
2017-07-12,2335.2,2397.8,2241.9,2304.8,81063826
2017-07-13,2304.8,2408.4,2231.8,2386.8,79874625
2017-07-14,2386.8,2421.0,2310.6,2338.1,42566065
2017-07-15,2338.1,2354.8,2135.5,2208.4,85136385
2017-07-16,2208.4,2221.5,1970.5,1974.0,136364277
2017-07-17,1974.0,2047.2,1810.0,1924.5,155681818
2017-07-18,1924.5,2226.4,1910.0,2223.5,121549945
2017-07-19,2223.5,2387.0,2150.0,2303.0,156111878
2017-07-20,2303.0,2398.9,2220.0,2262.1,121950935
2017-07-21,2262.1,2959.2,2261.0,2883.1,272443483
2017-07-22,2883.1,2888.0,2610.0,2666.0,200071318
2017-07-23,2666.0,2906.0,2644.2,2833.2,157951704
2017-07-24,2833.2,2866.3,2650.0,2752.8,140948241
2017-07-25,2752.8,2817.0,2704.3,2764.4,91497864
2017-07-26,2764.4,2788.4,2438.4,2559.6,229714016
2017-07-27,2559.6,2609.9,2391.2,2530.2,156631568
2017-07-28,2530.2,2685.1,2512.6,2662.3,104885818
2017-07-29,2662.3,2828.0,2654.5,2782.0,142053965
2017-07-30,2782.0,2784.7,2654.9,2692.5,111150377
2017-07-31,2692.5,2747.0,2556.2,2730.4,86265869
2017-08-01,2730.4,2891.0,2684.7,2851.1,101346941
2017-08-02,2851.1,2913.1,2601.2,2730.1,173819218
2017-08-03,2730.1,2766.6,2633.7,2706.9,81464944
2017-08-04,2706.9,2805.8,2699.3,2787.7,51230643
2017-08-05,2787.7,2875.1,2760.6,2854.9,73184795
2017-08-06,2854.9,3341.6,2848.2,3257.8,249140638
2017-08-07,3257.8,3305.0,3142.8,3221.8,134273847
2017-08-08,3221.8,3442.0,3180.7,3395.0,135545546
2017-08-09,3395.0,3486.7,3328.0,3422.1,180632515
2017-08-10,3422.1,3430.2,3220.0,3341.2,159826371
2017-08-11,3341.2,3443.9,3307.5,3412.2,89052947
2017-08-12,3412.2,3718.6,3393.4,3651.8,145203168
2017-08-13,3651.8,3987.6,3603.7,3874.4,264461491
2017-08-14,3874.4,4215.1,3842.0,4077.9,375155723
2017-08-15,4077.9,4353.0,3960.3,4328.5,269279921
2017-08-16,4328.5,4440.0,3834.6,4158.1,430371309
2017-08-17,4158.1,4415.0,3917.0,4402.3,274394106
2017-08-18,4402.3,4498.0,4170.0,4278.3,316217204
2017-08-19,4278.3,4368.3,3941.9,4101.1,254893872
2017-08-20,4101.1,4183.0,3933.0,4131.1,195584503
2017-08-21,4131.1,4164.0,4014.5,4049.4,134919363
2017-08-22,4049.4,4087.4,3951.0,3998.1,120132287
2017-08-23,3998.1,4187.3,3550.0,4101.6,278792647
2017-08-24,4101.6,4259.9,4050.0,4138.0,157594985
2017-08-25,4138.0,4368.0,4085.8,4318.6,119190593
2017-08-26,4318.6,4472.6,4256.0,4357.4,147356392
2017-08-27,4357.4,4371.3,4234.1,4334.9,96825214
2017-08-28,4334.9,4414.0,4300.4,4341.9,71225308
2017-08-29,4341.9,4413.3,4169.0,4390.8,123025429
2017-08-30,4390.8,4709.9,4333.5,4591.8,175035270
2017-08-31,4591.8,4666.5,4473.8,4569.2,116996988
2017-09-01,4569.2,4769.0,4569.1,4723.9,140130707
2017-09-02,4723.9,4944.5,4678.0,4944.5,183655347
2017-09-03,4944.5,5013.3,4487.3,4633.1,407688486
2017-09-04,4633.1,4742.2,4412.1,4624.2,223677242
2017-09-05,4624.2,4630.0,4161.4,4339.9,388478483
2017-09-06,4339.9,4505.0,4061.3,4427.0,307926743
2017-09-07,4427.0,4662.9,4410.7,4608.2,184852439
2017-09-08,4608.2,4678.0,4476.1,4613.9,152792191
2017-09-09,4613.9,4689.7,4116.0,4317.9,417833219
2017-09-10,4317.9,4416.1,4185.1,4325.8,207889826
2017-09-11,4325.8,4344.0,4012.6,4239.5,239857224
2017-09-12,4239.5,4380.0,4105.4,4207.0,187757199
2017-09-13,4207.0,4380.0,4055.0,4148.8,223164080
2017-09-14,4148.8,4152.1,3722.9,3856.6,383908452
2017-09-15,3856.6,3920.7,3200.1,3222.9,590184470
2017-09-16,3222.9,3841.1,2939.7,3706.1,792609515
2017-09-17,3706.1,3900.0,3531.7,3697.0,325600157
2017-09-18,3697.0,3810.0,3470.8,3687.1,238266454
2017-09-19,3687.1,4149.0,3687.0,4110.2,328976767
2017-09-20,4110.2,4130.0,3838.4,3883.8,352115516
2017-09-21,3883.8,4060.0,3825.0,3867.1,263081252
2017-09-22,3867.1,3903.5,3571.4,3611.0,370202112
2017-09-23,3611.0,3765.0,3515.0,3603.5,330019159
2017-09-24,3603.5,3826.5,3560.0,3778.9,221180063
2017-09-25,3778.9,3781.9,3595.5,3660.4,187902872
2017-09-26,3660.4,3980.0,3656.0,3925.5,271819358
2017-09-27,3925.5,3981.3,3850.0,3874.0,225261474
2017-09-28,3874.0,4220.0,3866.5,4202.5,308069192
2017-09-29,4202.5,4276.7,4125.0,4187.9,310866631
2017-09-30,4187.9,4240.0,4031.1,4164.8,394154232
2017-10-01,4164.8,4355.7,4155.0,4327.3,281256398
2017-10-02,4327.3,4384.1,4251.1,4382.8,260400287
2017-10-03,4382.8,4458.8,4355.5,4388.0,322064731
2017-10-04,4388.0,4435.0,4224.1,4318.3,349047436
2017-10-05,4318.3,4339.0,4162.0,4213.3,251445083
2017-10-06,4213.3,4377.5,4134.8,4311.4,319137500
2017-10-07,4311.4,4430.0,4291.7,4372.1,252070113
2017-10-08,4372.1,4484.0,4307.0,4445.3,175049890
2017-10-09,4445.3,4619.6,4429.5,4591.0,297011953
2017-10-10,4591.0,4914.5,4546.4,4798.8,576352442
2017-10-11,4798.8,4943.7,4698.6,4771.7,525518662
2017-10-12,4771.7,4887.0,4706.0,4822.0,368758715
2017-10-13,4822.0,5467.5,4800.6,5463.6,883212184
2017-10-14,5463.6,5980.0,5394.9,5667.3,1336720748
2017-10-15,5667.3,5890.0,5588.7,5872.1,590927424
2017-10-16,5872.1,5904.6,5405.0,5711.1,782169799
2017-10-17,5711.1,5876.2,5531.1,5795.0,512256122
2017-10-18,5795.0,5819.9,5510.0,5600.0,568041073
2017-10-19,5600.0,5647.9,5100.0,5590.8,1067907994
2017-10-20,5590.8,5757.9,5527.0,5700.8,655240545
2017-10-21,5700.8,6168.9,5602.0,6017.5,912558192
